region_code,region_name,province_code,province_name,province_kind,locality_code,locality_name,locality_kind
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105531000,Rosales,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105532000,City of San Carlos,city
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105533000,San Fabian,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105534000,San Jacinto,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105535000,San Manuel,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105536000,San Nicolas,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105537000,San Quintin,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105538000,Santa Barbara,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105539000,Santa Maria,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105540000,Santo Tomas,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105541000,Sison,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105542000,Sual,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105543000,Tayug,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105544000,Umingan,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105545000,Urbiztondo,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105546000,City of Urdaneta,city
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105547000,Villasis,municipality
0100000000,Region I (Ilocos Region),0105500000,Pangasinan,province,0105548000,Laoac,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200901000,Basco,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200902000,Itbayat,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200903000,Ivana,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200904000,Mahatao,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200905000,Sabtang,municipality
0200000000,Region II (Cagayan Valley),0200900000,Batanes,province,0200906000,Uyugan,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201501000,Abulug,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201502000,Alcala,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201503000,Allacapan,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201504000,Amulung,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201505000,Aparri,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201506000,Baggao,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201507000,Ballesteros,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201508000,Buguey,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201509000,Calayan,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201510000,Camalaniugan,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201511000,Claveria,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201512000,Enrile,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201513000,Gattaran,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201514000,Gonzaga,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201515000,Iguig,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201516000,Lal-Lo,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201517000,Lasam,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201518000,Pamplona,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201519000,Peñablanca,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201520000,Piat,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201521000,Rizal,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201522000,Sanchez Mira,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201523000,Santa Ana,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201524000,Santa Praxedes,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201525000,Santa Teresita,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201526000,Santo Niño,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201527000,Solana,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201528000,Tuao,municipality
0200000000,Region II (Cagayan Valley),0201500000,Cagayan,province,0201529000,Tuguegarao City,city
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203101000,Alicia,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203102000,Angadanan,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203103000,Aurora,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203104000,Benito Soliven,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203105000,Burgos,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203106000,Cabagan,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203107000,Cabatuan,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203108000,City of Cauayan,city
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203109000,Cordon,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203110000,Dinapigue,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203111000,Divilacan,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203112000,Echague,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203113000,Gamu,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203114000,City of Ilagan,city
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203115000,Jones,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203116000,Luna,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203117000,Maconacon,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203118000,Delfin Albano,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203119000,Mallig,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203120000,Naguilian,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203121000,Palanan,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203122000,Quezon,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203123000,Quirino,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203124000,Ramon,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203125000,Reina Mercedes,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203126000,Roxas,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203127000,San Agustin,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203128000,San Guillermo,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203129000,San Isidro,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203130000,San Manuel,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203131000,San Mariano,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203132000,San Mateo,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203133000,San Pablo,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203134000,Santa Maria,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203135000,City of Santiago,city
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203136000,Santo Tomas,municipality
0200000000,Region II (Cagayan Valley),0203100000,Isabela,province,0203137000,Tumauini,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205001000,Ambaguio,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205002000,Aritao,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205003000,Bagabag,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205004000,Bambang,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205005000,Bayombong,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205006000,Diadi,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205007000,Dupax del Norte,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205008000,Dupax del Sur,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205009000,Kasibu,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205010000,Kayapa,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205011000,Quezon,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205012000,Santa Fe,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205013000,Solano,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205014000,Villaverde,municipality
0200000000,Region II (Cagayan Valley),0205000000,Nueva Vizcaya,province,0205015000,Alfonso Castaneda,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205701000,Aglipay,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205702000,Cabarroguis,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205703000,Diffun,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205704000,Maddela,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205705000,Saguday,municipality
0200000000,Region II (Cagayan Valley),0205700000,Quirino,province,0205706000,Nagtipunan,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300801000,Abucay,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300802000,Bagac,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300803000,City of Balanga,city
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300804000,Dinalupihan,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300805000,Hermosa,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300806000,Limay,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300807000,Mariveles,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300808000,Morong,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300809000,Orani,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300810000,Orion,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300811000,Pilar,municipality
0300000000,Region III (Central Luzon),0300800000,Bataan,province,0300812000,Samal,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301401000,Angat,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301402000,Balagtas,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301403000,City of Baliwag,city
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301404000,Bocaue,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301405000,Bulacan,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301406000,Bustos,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301407000,Calumpit,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301408000,Guiguinto,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301409000,Hagonoy,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301410000,City of Malolos,city
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301411000,Marilao,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301412000,City of Meycauayan,city
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301413000,Norzagaray,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301414000,Obando,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301415000,Pandi,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301416000,Paombong,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301417000,Plaridel,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301418000,Pulilan,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301419000,San Ildefonso,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301420000,City of San Jose Del Monte,city
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301421000,San Miguel,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301422000,San Rafael,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301423000,Santa Maria,municipality
0300000000,Region III (Central Luzon),0301400000,Bulacan,province,0301424000,Doña Remedios Trinidad,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304901000,Aliaga,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304902000,Bongabon,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304903000,City of Cabanatuan,city
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304904000,Cabiao,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304905000,Carranglan,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304906000,Cuyapo,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304907000,Gabaldon,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304908000,City of Gapan,city
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304909000,General Mamerto Natividad,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304910000,General Tinio,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304911000,Guimba,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304912000,Jaen,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304913000,Laur,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304914000,Licab,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304915000,Llanera,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304916000,Lupao,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304917000,Science City of Muñoz,city
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304918000,Nampicuan,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304919000,City of Palayan,city
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304920000,Pantabangan,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304921000,Peñaranda,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304922000,Quezon,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304923000,Rizal,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304924000,San Antonio,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304925000,San Isidro,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304926000,San Jose City,city
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304927000,San Leonardo,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304928000,Santa Rosa,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304929000,Santo Domingo,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304930000,Talavera,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304931000,Talugtug,municipality
0300000000,Region III (Central Luzon),0304900000,Nueva Ecija,province,0304932000,Zaragoza,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305402000,Apalit,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305403000,Arayat,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305404000,Bacolor,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305405000,Candaba,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305406000,Floridablanca,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305407000,Guagua,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305408000,Lubao,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305409000,Mabalacat City,city
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305410000,Macabebe,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305411000,Magalang,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305412000,Masantol,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305413000,Mexico,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305414000,Minalin,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305415000,Porac,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305416000,City of San Fernando,city
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305417000,San Luis,municipality
0300000000,Region III (Central Luzon),0305400000,Pampanga,province,0305418000,San Simon,municipality
